station,temp_eve,latitude,longitude,lat_m,lon_m
KNCMARVI10,29.396774193548385,34.96394,-80.78279,4158981.8132346775,-8992699.047659952
KNCMARVI2,28.23548387096774,34.96422,-80.79633,4159019.8474276317,-8994206.313565293
KNCMATTH102,28.02258064516129,35.137,-80.644,4182514.51757131,-8977249.015532754
KNCMATTH111,28.606451612903225,35.02264,-80.68878,4166958.255420996,-8982233.902330475
KNCMATTH12,28.73548387096774,35.14323,-80.62051,4183362.6044304245,-8974634.120694019
KNCMATTH121,28.187096774193545,35.015,-80.688,4165919.77103154,-8982147.073127657
KNCMATTH127,28.493548387096773,35.136,-80.624,4182378.3941043764,-8975022.625716887
KNCMATTH155,27.958064516129035,35.042,-80.719,4169590.2421158645,-8985597.977342248
KNCMATTH164,27.419354838709676,34.998,-80.683,4163609.3553745444,-8981590.475673692
KNCMATTH168,28.393548387096775,35.079,-80.716,4174622.1176989377,-8985264.018869868
KNCMATTH169,27.616129032258065,35.065,-80.696,4172717.8965711356,-8983037.629054004
KNCMATTH174,28.65806451612903,35.11,-80.725,4178839.7705817786,-8986265.894287009
KNCMATTH5,28.97741935483871,35.15365,-80.61465,4184781.2190430984,-8973981.78847797
KNCMATTH89,28.654838709677417,35.061,-80.706,4172173.893381701,-8984150.823961938
KNCMATTH93,29.219354838709677,35.074,-80.724,4173942.00122299,-8986154.574796217
KNCMATTH94,29.490322580645163,35.122,-80.68,4180472.8410858857,-8981256.517201312
KNCMAXTO4,28.68064516129032,34.74632,-79.37791,4129460.2613576935,-8836308.521434298
KNCMAZEP3,29.20967741935484,35.624,-80.8,4249006.930318293,-8994614.856096504
KNCMEBAN16,27.66774193548387,36.10827,-79.2086,4315529.402090729,-8817461.01844809
KNCMEBAN5,28.17096774193548,36.1107,-79.27425,4315864.231808847,-8824769.143018667
KNCMEBAN64,26.55806451612903,36.011,-79.231,4302135.060661578,-8819954.575041857
KNCMEBAN78,27.032258064516128,35.965,-79.26,4295806.494109934,-8823182.840274863
KNCMEBAN8,26.5,36.01252,-79.25526,4302344.241515671,-8822655.185888503
KNCMEBAN80,28.01935483870968,36.058,-79.267,4308605.020199419,-8823962.076710416
KNCMEBAN83,27.1,36.124,-79.235,4317697.022457997,-8820399.853005031
KNCMEBAN96,28.12258064516129,36.047,-79.296,4307090.428214338,-8827190.341943422
KNCMIDWA3,28.580645161290324,34.66132,-77.34679,4117950.605126551,-8610205.277294265
KNCMILLE11,26.616129032258065,36.16935,-81.25241,4323948.761070303,-9044976.90692629
KNCMILLE35,26.84193548387097,36.193,-81.193,4327210.474401569,-9038363.415978262
KNCMILLS11,23.85483870967742,35.43634,-82.59358,4223337.248116026,-9194275.268393504
KNCMILLS27,27.374193548387098,35.34,-82.209,4210182.318100342,-9151464.018624227
KNCMILLS29,24.641935483870967,35.429,-82.567,4222334.44041682,-9191316.396328218
KNCMILLS47,24.396774193548385,35.404,-82.565,4218919.568397231,-9191093.757346632
KNCMILLS53,24.361290322580647,35.411,-82.557,4219875.625770009,-9190203.201420287
KNCMILLS69,23.69032258064516,35.432,-82.593,4222744.296278916,-9194210.703088844
KNCMINNE9,28.029032258064515,34.967,-76.806,4159397.4796808837,-8550004.80986817
KNCMINTH13,27.69032258064516,35.181,-80.678,4188505.6066132234,-8981033.878219726
KNCMINTH18,28.693548387096776,35.178,-80.603,4188097.02029472,-8972684.916410228
KNCMINTH22,27.919354838709676,35.201,-80.63,4191229.900917782,-8975690.542661648
KNCMINTH27,28.641935483870967,35.20576,-80.65534,4191878.3817809112,-8978511.378558349
KNCMINTH32,28.567741935483873,35.163,-80.603,4186054.314841009,-8972684.916410228
KNCMINTH33,28.787096774193547,35.173,-80.687,4187416.0766047714,-8982035.753636865
KNCMINTH36,28.74516129032258,35.216,-80.607,4193273.5619108276,-8973130.194373403
KNCMINTH40,27.65806451612903,35.211,-80.624,4192592.2996291453,-8975022.625716887
KNCMINTH44,28.73548387096774,35.201,-80.646,4191229.900917782,-8977471.65451434
KNCMOCKS17,28.29032258064516,35.80413,-80.48282,4273703.324619049,-8959306.540006693
KNCMOCKS19,27.23870967741935,35.84961,-80.4979,4279947.622705385,-8960985.237927856
KNCMOCKS24,27.80322580645161,35.98795,-80.5154,4298963.4372786665,-8962933.329016738
KNCMOCKS33,27.5,35.88557,-80.49156,4284887.38259454,-8960279.472356228
KNCMOCKS58,28.20967741935484,35.938,-80.568,4292093.617792596,-8968788.734232465
KNCMONRO118,28.567741935483873,35.01657,-80.56876,4166133.168934455,-8968873.337045467
KNCMONRO140,29.219354838709677,34.869,-80.617,4146092.986942242,-8974243.389281336
KNCMONRO148,30.183870967741935,34.984,-80.551,4161707.0204980457,-8966896.302888978
KNCMONRO149,29.59032258064516,35.039,-80.648,4169182.3521129508,-8977694.293495927
KNCMONRO162,28.77741935483871,35.032,-80.636,4168230.667008136,-8976358.459606407
KNCMONRO58,28.541935483870965,35.141,-80.532,4183059.028160317,-8964781.232563907
KNCMONRO74,28.44193548387097,35.14837,-80.49511,4184062.3589943983,-8960674.656548543
KNCMONRO85,28.541935483870965,35.032,-80.651,4168230.667008136,-8978028.251968306
KNCMONRO86,28.81935483870968,35.103,-80.527,4177887.2571731065,-8964224.63510994
KNCMONRO90,27.32903225806452,34.998,-80.656,4163609.3553745444,-8978584.849422274
KNCMONRO91,29.593548387096774,35.03238,-80.52526,4168282.327821347,-8964030.93919596
KNCMONRO94,28.212903225806453,34.897,-80.581,4149892.650156861,-8970235.887612779
KNCMOORE107,28.51935483870968,35.56425,-80.93407,4240827.314335599,-9009539.46022716
KNCMOORE126,29.1,35.54728,-80.91141,4238505.278933564,-9007016.960565783
KNCMOORE147,27.88064516129032,35.572,-80.791,4241887.924228637,-8993612.980679365
KNCMOORE168,29.30967741935484,35.583,-80.849,4243393.482194263,-9000069.511145374
KNCMOORE185,28.98064516129032,35.514,-80.944,4233952.943428488,-9010644.862770736
KNCMOORE188,28.683870967741935,35.518,-80.839,4234499.999322678,-8998956.316237442
KNCMOORE190,28.938709677419357,35.583,-80.889,4243393.482194263,-9004522.290777106
KNCMOORE199,29.370967741935484,35.52,-80.918,4234773.537492183,-9007750.556010112
KNCMOORE208,28.164516129032258,35.278,-81.729,4201724.703884777,-9098030.663043454
KNCMOORE220,28.84193548387097,35.519,-80.92,4234636.767555493,-9007973.194991698
KNCMOORE230,28.9741935483871,35.639,-80.893,4251061.349890904,-9004967.568740278
KNCMOORE234,28.396774193548385,35.574,-80.797,4242161.64666222,-8994280.897624124
KNCMOORE236,29.30967741935484,35.584,-80.849,4243530.361354147,-9000069.511145374
KNCMOORE247,28.822580645161292,35.577,-80.945,4242572.243126622,-9010756.182261528
KNCMOORE248,29.358064516129033,35.587,-80.89,4243941.009090253,-9004633.6102679
KNCMOORE255,29.070967741935487,35.531,-80.875,4236278.119275644,-9002963.817906002
KNCMOORE290,28.070967741935487,35.645,-80.902,4251883.225685947,-9005969.444157418
KNCMOORE292,28.5258064516129,35.572,-80.827,4241887.924228637,-8997620.482347924
KNCMOORE307,29.01290322580645,35.586,-80.898,4243804.124802058,-9005524.166194245
KNCMOORE311,28.493548387096773,35.508,-80.938,4233132.410689181,-9009976.945825977
KNCMOORE313,29.574193548387097,35.52,-80.884,4234773.537492183,-9003965.69332314
KNCMOORE318,29.1,35.612,-80.773,4247363.672136338,-8991609.229845086
KNCMOORE322,29.467741935483872,35.601,-80.8,4245857.568671937,-8994614.856096504
KNCMOORE325,28.458064516129035,35.571,-80.802,4241751.0655743955,-8994837.495078092
KNCMOORE326,29.374193548387098,35.56517,-80.87038,4240953.213627896,-9002449.521858534
KNCMOORE329,29.97741935483871,35.542,-80.884,4237782.907350244,-9003965.69332314
KNCMOORE73,28.845161290322583,35.52435,-80.87412,4235368.506545586,-9002865.856754102
KNCMOORE76,29.038709677419355,35.61343,-80.91088,4247559.480797112,-9006957.961235663
KNCMOORE79,28.64516129032258,35.60291,-80.69547,4246119.068146342,-8982978.629723884
KNCMOORE96,28.432258064516127,35.5469,-80.9352,4238453.288481237,-9009665.251251753
KNCMORGA100,26.29032258064516,35.727,-81.67,4263121.721906587,-9091462.813086653
KNCMORGA113,26.080645161290324,35.752,-81.829,4266550.393004695,-9109162.612122782
KNCMORGA114,27.35483870967742,35.739,-81.664,4264767.349677786,-9090794.896141892
KNCMORGA120,27.0,35.728,-81.774,4263258.848084116,-9103040.040129153
KNCMORGA123,26.083870967741937,35.804,-81.79,4273685.481048627,-9104821.151981845
KNCMORGA40,26.92258064516129,35.786,-81.645,4271215.114714245,-9088679.82581682
KNCMORGA43,26.4741935483871,35.81276,-81.65734,4274887.928506371,-9090053.50833321
KNCMORGA47,27.274193548387096,35.74502,-81.61657,4265592.999694969,-9085515.012693567
KNCMORGA53,27.5258064516129,35.6958,-81.69983,4258844.2494632825,-9094783.473497016
KNCMORGA57,26.570967741935487,35.763,-81.843,4268059.349479876,-9110721.08499389
KNCMORGA58,26.42258064516129,35.7729,-81.81304,4269417.588715082,-9107385.953049721
KNCMORRI36,28.538709677419355,35.898,-78.827,4286595.390705814,-8774981.500761377
KNCMORRI39,29.219354838709677,35.821,-78.833,4276019.118886365,-8775649.417706136
KNCMORRI44,28.364516129032257,35.862,-78.851,4281649.361413537,-8777653.168540414
KNCMORRI53,29.55806451612903,35.818,-78.835,4275607.264137474,-8775872.056687722
KNCMORRI55,29.248387096774195,35.848,-78.826,4279726.51233891,-8774870.18127058
KNCMORRI57,29.177419354838708,35.834,-78.838,4277804.002692821,-8776206.015160102
KNCMORRI60,28.816129032258065,35.838,-78.859,4278353.2565412475,-8778543.72446676
KNCMOUNT129,28.83225806451613,35.388,-80.43,4216734.606094458,-8953426.644502994
KNCMOUNT132,29.490322580645163,35.335,-81.063,4209500.012036728,-9023891.882175134
KNCMOUNT137,29.458064516129035,35.402,-80.435,4218646.42439719,-8953983.24195696
KNCMOUNT153,28.23548387096774,35.357,-80.959,4212502.4746006075,-9012314.655132635
KNCMOUNT194,26.438709677419357,36.51,-80.606,4371025.417413118,-8973018.874882609
KNCMOUNT195,26.91290322580645,36.544,-80.593,4375735.439365465,-8971571.721502297
KNCMOUNT247,27.787096774193547,35.308,-81.02,4205816.288447765,-9019105.144071024
KNCMOUNT253,26.770967741935483,36.518,-80.686,4372133.471652126,-8981924.43414607
KNCMOUNT26,29.11935483870968,35.24955,-80.07654,4197845.917828242,-8914079.657287203
KNCMOUNT276,26.496774193548383,36.538,-80.631,4374904.108562614,-8975801.862152442
KNCMOUNT280,27.606451612903225,35.662,-80.715,4254212.20901884,-8985152.699379077
KNCMOUNT297,27.86774193548387,35.434,-80.343,4223017.54200304,-8943741.848803978
KNCMOUNT302,28.94516129032258,35.405,-80.441,4219056.142938555,-8954651.15890172
KNCMOUNT306,27.929032258064513,35.334,-81.073,4209363.555889745,-9025005.077083068
KNCMOUNT64,26.838709677419356,36.53066,-80.69076,4373887.201602069,-8982454.314922247
KNCMOUNT90,28.59032258064516,35.199,-78.064,4190957.441306196,-8690044.729286106
KNCMOYOC22,27.438709677419357,36.445,-76.029,4362026.717952382,-8463509.565521795
KNCMOYOC25,28.283870967741933,36.517,-76.181,4371994.958608005,-8480430.128122374
KNCMOYOC48,27.993548387096773,36.5252,-76.14592,4373130.818417453,-8476525.040385347
KNCMOYOC49,27.751612903225805,36.484,-76.195,4367425.031791071,-8481988.600993479
KNCMOYOC76,27.84193548387097,36.497,-76.157,4369225.073499796,-8477758.460343335
KNCMOYOC89,27.635483870967743,36.48,-76.176,4366871.23357229,-8479873.530668408
KNCMTPLE2,28.81935483870968,35.42744,-80.4517,4222121.32140215,-8955842.277453206
KNCMURFR18,28.483870967741936,36.40971,-77.09404,4357144.274195363,-8582069.275996266
KNCMURFR24,28.23548387096774,36.427,-77.065,4359536.103793877,-8578836.557983628
KNCMURPH106,24.53548387096774,35.151,-84.033,4184420.421710694,-9354510.769831158
KNCMURPH142,24.92258064516129,35.155,-84.088,4184965.025975859,-9360633.341824787
KNCMURPH95,26.212903225806453,35.086,-83.949,4175574.3507926906,-9345159.932604523
KNCNAGSH4,28.496774193548383,35.94852,-75.6272,4293540.113536352,-8418781.394121058
KNCNAGSH46,27.79032258064516,35.969,-75.642,4296356.65781214,-8420428.922584798
KNCNAGSH62,27.95483870967742,35.95,-75.63,4293743.628389977,-8419093.08869528
KNCNAGSH73,28.006451612903227,35.947,-75.625,4293331.102249377,-8418536.491241314
KNCNAGSH84,27.59032258064516,35.946,-75.629,4293193.597016489,-8418981.769204488
KNCNAKIN7,28.125806451612902,34.157,-78.679,4049902.822653296,-8758506.216123972
KNCNASHV25,28.312903225806455,35.971,-78.011,4296631.750115838,-8684144.796274064
KNCNEBO59,26.461290322580645,35.747,-81.925,4265864.572648159,-9119849.283238936
KNCNEBO80,26.403225806451612,35.75915,-81.9533,4267531.190983428,-9122999.624828387
KNCNEWBE1,28.26129032258065,35.0374,-76.9864,4168964.816901635,-8570086.846007278
KNCNEWBE133,27.783870967741933,35.04466,-77.02681,4169951.9171129763,-8574585.266630232
KNCNEWBE159,28.01935483870968,35.09843,-77.08607,4177265.446122837,-8581182.059654642
KNCNEWBE162,28.26451612903226,35.04162,-76.98933,4169538.575220425,-8570413.0121153
KNCNEWBE165,27.60967741935484,35.065,-77.088,4172717.8965711356,-8581396.906271873
KNCNEWBE169,27.6,34.973,-76.938,4160212.5569969174,-8564698.982652882
KNCNEWBE182,28.48709677419355,35.117,-77.017,4179792.3658115496,-8573493.22242555
KNCNEWBE19,28.85483870967742,35.08239,-76.97782,4175083.2603792585,-8569131.72477627
KNCNEWBE212,27.406451612903226,35.031,-77.0,4168094.7186474237,-8571600.791082066
KNCNEWBE221,27.967741935483872,35.06336,-77.01437,4172494.8520395053,-8573200.452164764
KNCNEWBE237,27.82903225806452,35.058,-77.103,4171765.908480644,-8583066.698633771
KNCNEWBE243,28.19677419354839,35.063,-77.086,4172445.891644522,-8581174.267290287
KNCNEWBE251,27.9741935483871,35.143,-77.159,4183331.293488744,-8589300.590118196
KNCNEWBE268,28.083870967741937,35.06493,-77.01621,4172708.3762861616,-8573405.280027825
KNCNEWBE273,28.316129032258065,35.011,-77.03,4165376.100620918,-8574940.375805864
KNCNEWBE59,28.55806451612903,35.10485,-77.10576,4178138.984906677,-8583373.940428361
KNCNEWBE68,28.725806451612904,35.07459,-76.96653,4174022.2527984595,-8567874.927725215
KNCNEWBE71,28.306451612903224,35.07454,-76.94211,4174015.4517949843,-8565156.505760042
KNCNEWHI11,27.903225806451612,35.556,-78.946,4239698.3907042155,-8788228.520165775
KNCNEWLA110,21.583870967741937,36.05,-81.891,4307503.477764326,-9116064.420551967
KNCNEWLA128,21.51935483870968,36.105,-81.945,4315078.845114208,-9122075.673054801
KNCNEWLA4,20.96451612903226,36.12711,-81.93229,4318125.637091174,-9120660.80232682
KNCNEWLA59,20.774193548387096,36.087,-81.898,4312599.050635273,-9116843.656987518
KNCNEWLA7,18.98709677419355,36.09992,-81.89068,4314378.934470292,-9116028.798314912
KNCNEWLA84,20.961290322580645,36.047,-81.896,4307090.428214338,-9116621.018005934
KNCNEWLO31,29.20967741935484,35.419,-80.26,4220968.364458072,-8934502.331068138
KNCNEWPO12,28.080645161290324,34.7857,-76.8633,4134796.631059911,-8556383.416690623
KNCNEWPO131,28.06451612903226,34.795,-76.869,4136057.242526454,-8557017.937788146
KNCNEWPO17,27.88064516129032,34.78254,-76.90427,4134368.3266150504,-8560944.176228425
KNCNEWPO26,28.10967741935484,34.71276,-76.96079,4124914.565343384,-8567235.95384806
KNCNEWPO75,28.04516129032258,34.731,-76.879,4127384.941121593,-8558131.13269608
KNCNEWPO80,28.19677419354839,34.728,-76.867,4126978.591864616,-8556795.298806561
KNCNEWTO27,28.006451612903227,35.65253,-81.22602,4252914.767148719,-9042039.185564255
KNCNEWTO34,27.30967741935484,35.649,-81.234,4252431.177171667,-9042927.515100785
KNCNEWTO45,28.84193548387097,35.608,-81.113,4246815.9741911655,-9029457.856714798
KNCNEWTO49,28.84193548387097,35.65,-81.202,4252568.169330001,-9039365.2913954
KNCNEWTO58,28.387096774193548,35.655,-81.192,4253253.15584733,-9038252.096487466
KNCNEWTO64,27.961290322580645,35.645,-81.14,4251883.225685947,-9032463.482966218
KNCNEWTO82,26.77741935483871,35.61946,-81.22298,4248385.201976952,-9041700.774312245
KNCNORTH104,27.18064516129032,36.228,-81.165,4332039.342635224,-9035246.47023605
KNCNORTH14,24.5258064516129,35.55042,-82.49594,4238934.893680048,-9183406.03331245
KNCNORTH76,27.006451612903227,36.15764,-81.12239,4322334.129086062,-9030503.146733347
KNCNORTH88,28.216129032258067,35.863,-78.654,4281786.720770547,-8755723.228854138
KNCNORWO21,29.25483870967742,35.196,-80.087,4190548.7644673926,-8915244.059160901
KNCOAKIS100,28.816129032258065,33.907,-78.084,4016321.2237980417,-8692271.119101973
KNCOAKIS121,26.661290322580644,33.915,-78.103,4017394.305323497,-8694386.189427044
KNCOAKIS163,28.467741935483872,33.925,-78.161,4018735.79890561,-8700842.719893057
KNCOAKIS30,28.18064516129032,33.92166,-78.19357,4018287.722536722,-8704468.395708192
KNCOAKIS70,28.719354838709677,33.90432,-78.07672,4015961.7640076024,-8691460.713208998
KNCOAKIS73,28.664516129032258,33.921,-78.19,4018199.1825783676,-8704070.98512606
KNCOAKIS79,28.41290322580645,33.92,-78.174,4018065.032433214,-8702289.873273369
KNCOAKIS84,28.59032258064516,33.924,-78.142,4018601.64246165,-8698727.649567982
KNCOAKIS88,28.22258064516129,33.916,-78.101,4017528.4475968927,-8694163.55044546
KNCOAKIS96,28.68064516129032,33.923,-78.149,4018467.4875925076,-8699506.886003537
KNCOAKRI16,27.87741935483871,36.185,-80.017,4326107.036210072,-8907451.69480537
KNCOAKRI27,26.4741935483871,36.19,-79.993,4326796.671870626,-8904780.027026331
KNCOAKRI30,26.729032258064517,36.16013,-79.98075,4322677.44225571,-8903416.363264116
KNCOAKRI31,28.5,36.15,-79.986,4321280.81856613,-8904000.79059078
KNCOCEAN25,28.14516129032258,33.92304,-78.4687,4018472.8537570382,-8735095.727210145
KNCOCEAN76,28.458064516129035,33.902,-78.414,4015650.5989857754,-8729006.551063754
KNCOCEAN82,28.616129032258065,33.889,-78.482,4013907.1585031333,-8736576.276437696
KNCOCRAC16,27.98064516129032,35.111,-75.984,4178975.850604489,-8458500.188436098
KNCOCRAC38,27.806451612903224,35.11272,-75.9745,4179209.912149829,-8457442.653273564
KNCOCRAC40,27.683870967741935,35.114,-75.968,4179384.1006923527,-8456719.076583406
KNCOLDFO12,27.09032258064516,35.62964,-82.18008,4249779.346854358,-9148244.658950485
KNCOLDFO39,26.69677419354839,35.574,-82.186,4242161.64666222,-9148903.670335982
KNCOLDFO49,25.074193548387097,35.58,-82.201,4242982.854969877,-9150573.46269788
KNCOLDFO52,24.94516129032258,35.617,-82.138,4248048.333082064,-9143560.334777905
KNCORANG2,26.55161290322581,35.98859,-79.21264,4299051.487196728,-8817910.749190893
KNCOXFOR42,27.864516129032257,36.21007,-78.62056,4329565.312619285,-8752000.705082012
KNCPAULS2,29.06451612903226,35.42148,-80.35467,4221307.135482537,-8945040.947261535
KNCPFAFF43,27.23548387096774,36.12906,-80.40764,4318394.39126286,-8950937.540688856
KNCPFAFF8,27.203225806451613,36.17422,-80.38606,4324620.331478565,-8948535.266077537
KNCPILOT23,26.583870967741937,36.413,-80.56,4357599.358646789,-8967898.17830612
KNCPILOT30,27.129032258064516,36.419,-80.492,4358429.34952831,-8960328.452932175
KNCPINEH10,28.838709677419356,35.17354,-79.45824,4187489.616506043,-8845250.816129722
KNCPINEH19,28.925806451612903,35.20966,-79.46161,4192409.7284665923,-8845625.962813694
KNCPINEH22,28.87741935483871,35.1936,-79.4613,4190221.833862917,-8845591.453771548
KNCPINEH41,28.48064516129032,35.185,-79.477,4189050.4118311545,-8847339.169777004
KNCPINEH42,28.4741935483871,35.19,-79.482,4189731.456064461,-8847895.767230969
KNCPINEH51,28.280645161290323,35.17849,-79.49499,4188163.755029707,-8849341.807416374
KNCPINEK1,28.080645161290324,34.69723,-76.82022,4122811.653944942,-8551587.77302725
KNCPINEK9,27.76129032258065,34.7,-76.799,4123186.709668859,-8549225.573432617
KNCPINEV12,29.080645161290324,35.048,-80.868,4170406.0670579113,-9002184.581470447
KNCPINNA10,25.958064516129035,36.338,-80.375,4347229.875624163,-8947304.072509363
KNCPINNA15,26.19677419354839,36.292,-80.504,4340874.865996732,-8961664.286821697
KNCPINNA16,26.30967741935484,36.377,-80.443,4352620.758967016,-8954873.797883306
KNCPINNA19,27.1,36.363,-80.442,4350685.259262354,-8954762.478392512
KNCPINNA5,27.148387096774194,36.328,-80.40136,4345848.032730531,-8950238.454286674
KNCPIRAT3,28.348387096774193,35.76919,-78.76904,4268908.572184567,-8768529.423074998
KNCPISGA26,22.490322580645163,35.2357,-82.6814,4195958.143789336,-9204051.346074969
KNCPISGA31,23.42258064516129,35.253,-82.665,4198316.207738227,-9202225.706425961
KNCPISGA42,22.396774193548385,35.201,-82.661,4191229.900917782,-9201780.428462787
KNCPISGA46,22.929032258064513,35.22194,-82.68716,4194082.9560423596,-9204692.54634194
KNCPISGA53,23.57741935483871,35.23473,-82.64598,4195825.943535345,-9200108.40971107
KNCPISGA61,23.496774193548383,35.226,-82.683,4194636.212377973,-9204229.45726024
KNCPITTS101,27.03548387096774,35.73,-79.092,4263533.105603901,-8804481.165821593
KNCPITTS104,26.625806451612902,35.824,-79.192,4276430.989200496,-8815613.11490092
KNCPITTS105,27.112903225806452,35.738,-79.243,4264630.204558556,-8821290.408931378
KNCPITTS30,26.393548387096775,35.76861,-79.11231,4268828.99762254,-8806742.064679604
KNCPITTS32,27.638709677419353,35.80855,-79.16441,4274310.023390888,-8812541.810149934
KNCPITTS33,27.72258064516129,35.75542,-79.08053,4267019.518944497,-8803204.331262194
KNCPITTS34,26.351612903225806,35.78799,-79.08059,4271488.199924902,-8803211.010431642
KNCPITTS42,26.73870967741935,35.71089,-79.17299,4260912.856381428,-8813496.93138094
KNCPITTS50,27.396774193548385,35.812,-79.124,4274783.601326184,-8808043.389526976
KNCPITTS54,26.280645161290323,35.834,-79.148,4277804.002692821,-8810715.057306016
KNCPITTS66,27.374193548387098,35.748,-79.069,4266001.733272799,-8801920.817533348
KNCPITTS67,27.096774193548388,35.795,-79.117,4272450.227927721,-8807264.153091427
KNCPITTS82,26.80322580645161,35.75269,-79.084,4266645.039597147,-8803590.609895248
KNCPITTS92,27.95483870967742,35.793,-79.224,4272175.74623615,-8819175.338606307
KNCPITTS97,27.951612903225808,35.71637,-79.17988,4261664.177032153,-8814263.922672505
KNCPLEAS5,27.241935483870968,35.95689,-79.78915,4294691.122731446,-8882087.548828125
KNCPRINC11,29.08709677419355,35.468,-78.152,4227663.758265622,-8699840.844475918
KNCPRINC32,29.351612903225806,35.482,-78.116,4229577.477013253,-8695833.342807358
KNCPRINC41,29.183870967741935,35.46457,-78.15926,4227194.947986236,-8700649.023979075
KNCPURLE22,25.812903225806455,36.174,-81.271,4324589.99269553,-9047046.336260136
KNCPURLE9,24.40967741935484,36.21228,-81.39383,4329870.223776629,-9060719.709314274
KNCRAEFO14,29.47741935483871,35.02354,-79.20781,4167080.5963582797,-8817373.076050362
KNCRAEFO84,28.73225806451613,34.985,-79.225,4161842.890771474,-8819286.658097098
KNCRAEFO87,29.01290322580645,35.03,-79.107,4167958.7719500302,-8806150.958183492
KNCRALEI1000,28.203225806451613,35.855,-78.629,4280687.894432989,-8752940.241584308
KNCRALEI1005,28.629032258064516,35.904,-78.687,4287419.947556667,-8759396.772050317
KNCRALEI1054,27.03548387096774,35.936,-78.699,4291818.640383256,-8760732.605939837
KNCRALEI1055,27.106451612903225,35.957,-78.699,4294706.250307008,-8760732.605939837
KNCRALEI1061,28.55483870967742,35.902,-78.582,4287145.08832767,-8747708.225517023
KNCRALEI1063,28.529032258064515,35.828,-78.67,4276980.173835916,-8757504.340706833
KNCRALEI1064,24.374193548387098,35.9436,-78.67829,4292863.591557322,-8758427.17928551
KNCRALEI1075,27.45483870967742,35.94,-78.667,4292368.6021599015,-8757170.382234452
KNCRALEI1078,28.703225806451613,35.776,-78.649,4269842.930712634,-8755166.631400174
KNCRALEI1079,28.883870967741935,35.925,-78.584,4290306.388974819,-8747930.86449861
KNCRALEI1083,28.648387096774194,35.872,-78.665,4283023.032981673,-8756947.743252866
KNCRALEI1089,27.53548387096774,35.986,-78.68,4298695.164587985,-8758617.535614764
KNCRALEI1090,27.641935483870967,35.864,-78.662,4281924.081860619,-8756613.784780487
KNCRALEI1094,28.383870967741935,35.907,-78.732,4287832.249424677,-8764406.149136014
KNCRALEI1095,27.58709677419355,35.878,-78.709,4283847.319140995,-8761845.80084777
KNCRALEI1096,28.396774193548385,35.61138,-78.65808,4247278.777161437,-8756177.412376575
KNCRALEI1103,28.67096774193548,35.804,-78.642,4273685.481048627,-8754387.39496462
KNCRALEI1105,28.69677419354839,35.71343,-78.78517,4261261.089821751,-8770325.006461492
KNCRALEI1106,27.932258064516127,35.913,-78.641,4288656.900057446,-8754276.075473826
KNCRALEI1107,28.08709677419355,35.901,-78.677,4287007.661317817,-8758283.577142386
KNCRALEI111,27.39032258064516,35.68084,-78.73981,4256793.8498910945,-8765275.554359112
KNCRALEI1117,27.296774193548387,35.839,-78.713,4278490.574330448,-8762291.078810941
KNCRALEI1118,27.993548387096773,35.936,-78.57,4291818.640383256,-8746372.391627504
KNCRALEI1121,27.280645161290323,35.924,-78.653,4290168.92200602,-8755611.909363348
KNCRALEI1129,28.33225806451613,35.595,-78.656,4245036.144948687,-8755945.867835727
KNCRALEI128,27.793548387096777,35.85854,-78.67739,4281174.111409031,-8758326.991743794
KNCRALEI205,28.193548387096776,35.62301,-78.64123,4248871.3521859795,-8754301.67895671
KNCRALEI208,29.338709677419356,35.73762,-78.65916,4264578.089864867,-8756297.637426633
KNCRALEI224,29.703225806451613,35.78444,-78.68198,4271001.042646362,-8758837.948206535
KNCRALEI251,28.216129032258067,35.9136,-78.64463,4288739.368560363,-8754680.165225407
KNCRALEI3,27.116129032258065,35.93462,-78.61045,4291628.910027293,-8750875.265030093
KNCRALEI302,27.574193548387097,35.66612,-78.67615,4254776.7196197575,-8758188.955575211
KNCRALEI305,29.029032258064515,35.80081,-78.71938,4273247.636432177,-8763001.297162205
KNCRALEI323,27.493548387096773,35.84547,-78.70607,4279379.062260951,-8761519.634739745
KNCRALEI340,27.258064516129032,35.95401,-78.65904,4294295.06279478,-8756284.279087737
KNCRALEI367,27.229032258064517,35.9773,-78.70874,4297498.3364288835,-8761816.857780164
KNCRALEI387,28.112903225806452,35.88508,-78.68761,4284820.057116167,-8759464.676939702
KNCRALEI412,28.432258064516127,35.87114,-78.63896,4282904.890413725,-8754048.983712608
KNCRALEI416,28.23225806451613,35.93039,-78.65371,4291047.365875455,-8755690.94620181
KNCRALEI419,27.458064516129035,35.89783,-78.71896,4286572.029172269,-8762954.54297607
KNCRALEI424,27.419354838709676,35.89846,-78.73522,4286658.604518723,-8764764.59789637
KNCRALEI434,28.958064516129035,35.77288,-78.65178,4269414.844626997,-8755476.09958458
KNCRALEI436,27.248387096774195,35.94484,-78.59922,4293034.093126427,-8749625.147148484
KNCRALEI438,28.82903225806452,35.78164,-78.63365,4270616.821267083,-8753457.877216496
KNCRALEI444,28.461290322580645,35.84422,-78.62813,4279207.401293573,-8752843.393627318
KNCRALEI475,29.32903225806452,35.921,-78.562,4289756.531529016,-8745481.835701158
KNCRALEI482,29.299999999999997,35.78263,-78.67072,4270752.669422435,-8757584.490740202
KNCRALEI492,28.712903225806453,35.926,-78.575,4290443.857681993,-8746928.989081472
