station,temp_eve,latitude,longitude,lat_m,lon_m
KNCRALEI493,28.69677419354839,35.817,-78.577,4275469.98267972,-8747151.628063058
KNCRALEI500,27.1,35.577,-78.62,4242572.243126622,-8751938.366167169
KNCRALEI510,27.748387096774195,35.843,-78.705,4279039.862798195,-8761400.522884596
KNCRALEI513,27.141935483870967,35.647,-78.626,4252157.197999453,-8752606.283111928
KNCRALEI516,28.287096774193547,35.948,-78.562,4293468.609222532,-8745481.835701158
KNCRALEI543,27.38064516129032,35.612,-78.628,4247363.672136338,-8752828.922093514
KNCRALEI545,27.425806451612903,35.645,-78.696,4251883.225685947,-8760398.647467457
KNCRALEI568,27.567741935483873,35.88127,-78.65946,4284296.581383165,-8756331.03327387
KNCRALEI579,27.770967741935483,35.60788,-78.64761,4246799.54367589,-8755011.89730797
KNCRALEI584,28.04516129032258,35.752,-78.678,4266550.393004695,-8758394.896633178
KNCRALEI590,28.9741935483871,35.901,-78.671,4287007.661317817,-8757615.660197625
KNCRALEI596,28.296774193548387,35.9,-78.667,4286870.23604428,-8757170.382234452
KNCRALEI606,27.53548387096774,35.845,-78.7,4279314.51741983,-8760843.92543063
KNCRALEI616,27.63225806451613,35.61174,-78.68178,4247328.070937724,-8758815.684308378
KNCRALEI618,28.69677419354839,35.801,-78.657,4273273.714459217,-8756057.187326519
KNCRALEI628,28.76129032258065,35.84209,-78.56128,4278914.897237787,-8745401.685667787
KNCRALEI629,29.270967741935483,35.78,-78.629,4270391.783600916,-8752940.241584308
KNCRALEI634,27.693548387096776,35.728,-78.459,4263258.848084116,-8734015.928149452
KNCRALEI637,28.61935483870968,35.871,-78.639,4282885.65802403,-8754053.43649224
KNCRALEI640,29.148387096774194,35.824,-78.674,4276430.989200496,-8757949.618670005
KNCRALEI650,28.42258064516129,35.853,-78.618,4280413.205174081,-8751715.72718558
KNCRALEI657,28.751612903225805,35.916,-78.803,4289069.248826835,-8772309.832982337
KNCRALEI665,27.71935483870968,35.607,-78.64,4246679.05398353,-8754164.755983034
KNCRALEI668,27.874193548387098,35.928,-78.747,4290718.80031181,-8766075.941497914
KNCRALEI675,27.81935483870968,35.9,-78.67,4286870.23604428,-8757504.340706833
KNCRALEI683,28.64516129032258,35.855,-78.617,4280687.894432989,-8751604.407694789
KNCRALEI691,28.703225806451613,35.875,-78.608,4283435.168257936,-8750602.53227765
KNCRALEI713,28.316129032258065,35.874,-78.639,4283297.788098541,-8754053.43649224
KNCRALEI738,27.725806451612904,35.753,-78.713,4266687.562246427,-8762291.078810941
KNCRALEI751,27.97741935483871,35.776,-78.702,4269842.930712634,-8761066.564412216
KNCRALEI757,28.483870967741936,35.9,-78.592,4286870.23604428,-8748821.420424957
KNCRALEI761,28.51935483870968,35.624,-78.667,4249006.930318293,-8757170.382234452
KNCRALEI762,28.187096774193545,35.847,-78.663,4279589.178967554,-8756725.104271278
KNCRALEI771,27.206451612903223,35.937,-78.633,4291956.1282182215,-8753385.519547481
KNCRALEI78,28.212903225806453,35.92521,-78.74203,4290335.257259125,-8765522.68362867
KNCRALEI785,28.0258064516129,35.5899,-78.61878,4244337.983194135,-8751802.5563884
KNCRALEI786,27.816129032258065,35.733,-78.745,4263944.504796675,-8765853.302516326
KNCRALEI790,28.967741935483872,35.895,-78.517,4286183.13571834,-8740472.45861546
KNCRALEI791,28.174193548387095,35.813,-78.696,4274920.874139146,-8760398.647467457
KNCRALEI798,26.73225806451613,35.922,-78.7,4289893.993283204,-8760843.92543063
KNCRALEI801,28.19032258064516,35.857,-78.637,4280962.590621407,-8753830.797510654
KNCRALEI809,28.641935483870967,35.901,-78.592,4287007.661317817,-8748821.420424957
KNCRALEI810,27.63225806451613,35.91266,-78.61922,4288610.168183424,-8751851.53696435
KNCRALEI812,28.067741935483873,35.89,-78.638,4285496.078787447,-8753942.117001448
KNCRALEI825,26.822580645161292,35.918,-78.657,4289344.156694298,-8756057.187326519
KNCRALEI827,27.851612903225806,35.922,-78.586,4289893.993283204,-8748153.503480196
KNCRALEI83,28.174193548387095,35.66383,-78.71411,4254462.946782124,-8762414.643445725
KNCRALEI831,27.76774193548387,35.65356,-78.7156,4253055.8753340095,-8762580.509487005
KNCRALEI833,27.30967741935484,35.892,-78.694,4285770.896353084,-8760176.00848587
KNCRALEI850,28.625806451612902,35.79909,-78.67508,4273011.564499009,-8758069.84372006
KNCRALEI868,27.570967741935487,35.822,-78.733,4276156.407261493,-8764517.468626808
KNCRALEI87,28.116129032258065,35.96013,-78.63785,4295136.707422405,-8753925.419077829
KNCRALEI890,27.1,35.958,-78.695,4294843.774687535,-8760287.327976663
KNCRALEI894,28.154838709677417,35.841,-78.627,4278765.215101962,-8752717.60260272
KNCRALEI898,28.30967741935484,35.968,-78.711,4296219.1142735705,-8762068.439829355
KNCRALEI900,28.73548387096774,35.803,-78.611,4273548.223790917,-8750936.49075003
KNCRALEI905,28.54516129032258,35.601,-78.6441,4245857.568671937,-8754621.165895285
KNCRALEI908,28.322580645161292,35.852,-78.633,4280275.863142977,-8753385.519547481
KNCRALEI936,29.083870967741937,35.839,-78.64,4278490.574330448,-8754164.755983034
KNCRALEI942,28.65806451612903,35.767,-78.714,4268608.112655199,-8762402.398301736
KNCRALEI947,26.548387096774192,35.927,-78.735,4290581.328127628,-8764740.107608395
KNCRALEI960,28.493548387096773,35.902,-78.522,4287145.08832767,-8741029.056069428
KNCRALEI961,28.606451612903225,35.891,-78.598,4285633.486702535,-8749489.337369716
KNCRALEI962,27.929032258064513,35.7778,-78.72901,4270089.911095282,-8764073.303858543
KNCRALEI967,29.083870967741937,35.696,-78.664,4258871.663827356,-8756836.423762074
KNCRALEI968,26.961290322580645,35.923,-78.651,4290031.456775511,-8755389.27038176
KNCRALEI969,28.322580645161292,35.863,-78.625,4281786.720770547,-8752494.963621136
KNCRALEI994,28.787096774193547,35.898,-78.597,4286595.390705814,-8749378.017878922
KNCRAMA2,28.55806451612903,35.17665,-80.76774,4187913.161371017,-8991023.689323515
KNCRANDL21,22.654838709677417,35.788,-79.794,4271489.572229657,-8882627.44835847
KNCRANDL40,27.312903225806455,35.889,-79.854,4285358.672607731,-8889306.617806068
KNCREIDS20,27.687096774193545,36.33001,-79.68572,4346125.768909638,-8870573.773895375
KNCREIDS49,27.35483870967742,36.266,-79.778,4337284.561460836,-8880846.33650578
KNCREIDS51,28.038709677419355,36.341,-79.769,4347644.463085156,-8879844.461088639
KNCREIDS85,27.73548387096774,36.337,-79.689,4347091.683352348,-8870938.901825177
KNCREIDS87,27.69032258064516,36.275,-79.831,4338527.223862471,-8886746.269517822
KNCRIDGE5,23.08709677419355,35.11167,-82.84728,4179067.0251539256,-9222517.023207758
KNCROARI11,26.651612903225807,36.243,-80.976,4334109.519093968,-9014207.086476121
KNCROCKI5,28.574193548387097,34.94594,-79.74579,4156537.03063849,-8877260.735707328
KNCROCKW17,28.606451612903225,35.505,-80.449,4232722.167310497,-8955541.714828065
KNCROCKW20,28.76451612903226,35.513,-80.531,4233816.18371379,-8964669.913073115
KNCROCKW30,27.72258064516129,35.515,-80.442,4234089.704846643,-8954762.478392512
KNCROCKY106,27.95483870967742,34.391,-77.771,4081425.388029542,-8657428.11848368
KNCROCKY114,29.36774193548387,35.946,-77.821,4293193.597016489,-8662994.093023343
KNCROCKY16,29.458064516129035,35.94977,-77.81784,4293712.00083145,-8662642.323432436
KNCROCKY26,27.806451612903224,34.37789,-77.92834,4079656.992106269,-8674943.127165092
KNCROCKY42,29.5258064516129,35.952,-77.798,4294018.654519511,-8660433.744735098
KNCROCKY67,28.14516129032258,35.902,-77.86578,4287145.08832767,-8667978.979821065
KNCROCKY74,28.77741935483871,35.952,-77.847,4294018.654519511,-8665888.399783967
KNCROCKY80,28.361290322580647,35.945,-77.854,4293056.093523779,-8666667.63621952
KNCROCKY83,29.20967741935484,35.86,-77.801,4281374.6478983555,-8660767.703207478
KNCROCKY93,28.312903225806455,35.95458,-77.86614,4294373.448511082,-8668019.054837752
KNCRODAN13,27.9741935483871,35.58,-75.467,4242982.854969877,-8400948.011695975
KNCRODAN30,27.68064516129032,35.544,-75.467,4238056.527354253,-8400948.011695975
KNCROLES16,28.45483870967742,35.93,-78.448,4290993.7498961575,-8732791.413750725
KNCROLES5,29.11935483870968,35.906,-78.474,4287694.813731957,-8735685.72051135
KNCROPER5,28.200000000000003,35.9526,-76.46627,4294101.163716082,-8512186.239260972
KNCROSMA13,22.883870967741935,35.104,-82.816,4178023.3255088194,-9219034.949535744
KNCROSMA5,23.61935483870968,35.1452,-82.82267,4183630.793077179,-9219777.450539336
KNCROSMA7,22.916129032258063,35.107,-82.822,4178431.540532229,-9219702.866480505
KNCROUGE19,27.82903225806452,36.233,-78.869,4332729.357325657,-8779656.919374693
KNCROXBO3,27.335483870967742,36.4474,-79.08061,4362358.843491589,-8803213.236821458
KNCRURAL5,28.74516129032258,36.21272,-80.26904,4329930.931098322,-8935508.659264907
KNCSAINT10,28.470967741935485,34.8,-78.975,4136735.049397424,-8791456.78539878
KNCSAINT9,28.151612903225807,33.956,-78.087,4022895.430203211,-8692605.077574354
KNCSALIS101,28.825806451612905,35.629,-80.341,4249691.694010126,-8943519.209822392
KNCSALIS114,29.05483870967742,35.70627,-80.48381,4260279.483848122,-8959416.74630258
KNCSALIS124,29.34193548387097,35.664,-80.477,4254486.239652957,-8958658.660570277
KNCSALIS125,27.51290322580645,35.647,-80.449,4252157.197999453,-8955541.714828065
KNCSALIS127,28.92258064516129,35.639,-80.482,4251061.349890904,-8959215.258024244
KNCSALIS132,28.774193548387096,35.696,-80.468,4258871.663827356,-8957656.785153138
KNCSALIS134,29.0258064516129,35.62,-80.49,4248459.150194493,-8960105.813950589
KNCSALIS138,28.41290322580645,35.656,-80.439,4253390.158296519,-8954428.519920133
KNCSALIS143,29.4,35.645,-80.46,4251883.225685947,-8956766.22922679
KNCSALIS144,28.983870967741936,35.596,-80.521,4245173.044626367,-8963556.718165182
KNCSALIS158,27.041935483870965,35.609,-80.581,4246952.896110179,-8970235.887612779
KNCSALIS55,27.967741935483872,35.6267,-80.4218,4249376.69739318,-8952513.824678488
KNCSALIS59,28.12258064516129,35.68862,-80.59827,4257860.119326363,-8972158.375218777
KNCSALIS64,27.674193548387095,35.66,-80.411,4253938.185248515,-8951311.574177923
KNCSALIS86,27.68064516129032,35.62,-80.497,4248459.150194493,-8960885.050386142
KNCSALUD18,23.31935483870968,35.194,-82.347,4190276.321626276,-9166826.108353699
KNCSALUD4,24.038709677419355,35.19844,-82.35797,4190881.153817177,-9168047.2831677
KNCSALUD7,24.096774193548388,35.24531,-82.37816,4197267.96575521,-9170294.823686816
KNCSALVO8,27.66774193548387,35.558,-75.466,4239972.058489816,-8400836.692205183
KNCSANFO105,27.990322580645163,35.473,-79.218,4228347.190994157,-8818507.421661546
KNCSANFO121,27.98709677419355,35.33,-79.177,4208817.748184836,-8813943.322539022
KNCSANFO33,28.88064516129032,35.34192,-79.074,4210444.334847804,-8802477.414987314
KNCSANFO70,27.616129032258065,35.421,-79.103,4221241.566083265,-8805705.680220319
KNCSANFO71,28.164516129032258,35.364,-79.181,4213457.975121677,-8814388.600502195
KNCSANFO78,29.280645161290323,35.31861,-79.04802,4207263.70867821,-8799585.334616505
KNCSANFO79,28.548387096774192,35.428,-79.291,4222197.825188877,-8826633.744489456
KNCSANFO80,27.89032258064516,35.488,-79.224,4230397.7442233525,-8819175.338606307
KNCSANFO99,28.87741935483871,35.408,-79.103,4219465.876728742,-8805705.680220319
KNCSAPPH12,22.429032258064513,35.049,-83.015,4170542.043707609,-9241187.528203605
KNCSEAGR3,27.383870967741935,35.53215,-79.74997,4236435.428370923,-8877726.051178845
KNCSELMA19,29.093548387096774,35.53297,-78.19333,4236547.597972488,-8704441.679030403
KNCSELMA27,28.03548387096774,35.584,-78.309,4243530.361354147,-8717318.00453046
KNCSELMA32,29.08709677419355,35.525,-78.184,4235457.412736719,-8703403.0681813
KNCSEMOR6,28.18064516129032,36.48189,-79.10827,4367132.899667745,-8806292.333936801
KNCSEVEN13,19.30322580645161,36.146,-81.826,4320729.388013745,-9108828.653650403
KNCSHAWB10,27.81935483870968,36.375,-76.108,4352344.237683372,-8472303.805294465
KNCSHELB63,27.806451612903224,35.277,-81.61,4201588.343842863,-9084783.643639056
KNCSHERR18,29.325806451612905,35.553,-80.987,4239287.901828037,-9015431.600874847
KNCSILER42,27.05161290322581,35.805,-79.314,4273822.740034355,-8829194.0927777
KNCSIMS4,28.719354838709677,35.755,-78.058,4266961.905901001,-8689376.81234135
KNCSMITH12,28.17096774193548,35.53669,-78.48458,4237056.4793442665,-8736863.480723942
KNCSMITH19,28.996774193548383,35.45607,-78.23973,4226033.259393146,-8709606.90340321
KNCSMITH29,27.138709677419353,35.54157,-78.39021,4237724.079940606,-8726358.260377781
KNCSMITH54,29.36774193548387,35.533,-78.319,4236551.701760138,-8718431.199438393
KNCSMITH57,27.864516129032257,35.558,-78.377,4239972.058489816,-8724887.729904402
KNCSNOWC16,28.12258064516129,35.85677,-79.43113,4280931.000207093,-8842232.944734316
KNCSNOWC17,29.061290322580643,35.893,-79.326,4285908.307739177,-8830529.926667219
KNCSNOWH16,27.893548387096775,35.427,-77.645,4222061.211657172,-8643401.862643726
KNCSOUTH119,28.48064516129032,33.918,-78.022,4017796.7368663503,-8685369.31067279
KNCSOUTH122,28.04516129032258,36.108,-75.731,4315492.199428138,-8430336.3572654
KNCSOUTH127,28.322580645161292,33.924,-78.004,4018601.64246165,-8683365.559838513
KNCSOUTH16,28.032258064516128,35.01195,-76.82143,4165505.2199358894,-8551722.469611112
KNCSOUTH189,28.138709677419353,33.946,-78.121,4021553.4481497435,-8696389.940261325
KNCSOUTH199,28.01290322580645,33.935,-78.045,4020077.4499773616,-8687929.658961037
KNCSOUTH214,28.387096774193548,35.176,-79.385,4187824.63779302,-8837097.776624024
KNCSOUTH223,27.835483870967742,33.961,-78.113,4023566.480374244,-8695499.38433498
KNCSOUTH23,28.91290322580645,35.16568,-79.39702,4186419.2505684476,-8838435.836903356
KNCSOUTH242,27.825806451612905,33.96018,-78.12276,4023456.42544259,-8696585.86256512
KNCSOUTH251,28.251612903225805,33.93939,-78.09601,4020666.484562609,-8693608.066186402
KNCSOUTH256,28.364516129032257,33.931,-78.012,4019540.7706449223,-8684256.115764858
KNCSOUTH259,28.351612903225806,33.929,-78.016,4019272.440431196,-8684701.39372803
KNCSOUTH265,28.458064516129035,33.928,-78.03,4019138.277687182,-8686259.866599137
KNCSOUTH71,28.925806451612903,35.08736,-80.71138,4175759.3655599407,-8984749.722822405
KNCSPART59,23.299999999999997,36.502,-81.053,4369917.477691996,-9022778.687267203
KNCSPRIN20,27.561290322580643,36.027,-78.175,4304337.166677603,-8702401.192764161
KNCSPRIN26,27.270967741935483,36.042,-78.163,4306402.04727414,-8701065.358874643
KNCSPRIN43,27.848387096774193,35.92054,-78.18403,4289693.299705726,-8703406.407766026
KNCSPRUC59,23.58709677419355,35.904,-82.126,4287419.947556667,-9142224.500888385
KNCSTANF15,29.322580645161292,35.179,-80.406,4188233.214058677,-8950754.976723956
KNCSTANL33,28.561290322580643,35.44686,-81.02904,4224774.674161395,-9020111.472267795
KNCSTANL35,29.164516129032258,35.367,-81.1,4213867.500706641,-9028010.703334486
KNCSTANL41,28.796774193548387,35.397,-81.005,4217963.594041719,-9017435.351709126
KNCSTATE109,28.322580645161292,35.832,-80.794,4277529.386152439,-8993946.939151745
KNCSTATE128,28.24516129032258,35.8387,-80.89301,4278449.378811937,-9004968.681935187
KNCSTATE129,27.335483870967742,35.806,-80.903,4273960.000748189,-9006080.763648212
KNCSTATE13,28.1,35.8451,-80.79902,4279328.250332717,-8994505.762995528
KNCSTATE152,21.787096774193547,35.74,-80.759,4264904.496519499,-8990050.75697398
KNCSTATE154,26.65806451612903,36.33126,-80.87576,4346298.494027517,-9003048.420719003
KNCSTATE178,28.538709677419355,35.809,-80.837,4274371.793259177,-8998733.677255856
KNCSTATE18,26.94516129032258,36.35648,-80.87551,4349783.988246652,-9003020.590846304
KNCSTATE183,27.929032258064513,35.879,-80.96,4283984.706237258,-9012425.974623427
KNCSTATE193,27.593548387096774,35.742,-80.958,4265178.795370715,-9012203.33564184
KNCSTATE195,27.54516129032258,35.764,-81.055,4268196.5376867065,-9023001.32624879
KNCSTATE213,28.4741935483871,35.868,-80.803,4282473.543553232,-8994948.814568885
KNCSTATE217,29.45483870967742,35.776,-80.89,4269842.930712634,-9004633.6102679
KNCSTATE224,28.219354838709677,35.789,-80.966,4271626.803577306,-9013093.891568188
KNCSTATE226,28.88064516129032,35.79919,-80.79323,4273025.289471463,-8993861.223143835
KNCSTATE47,27.093548387096774,35.77837,-80.93956,4270168.122715446,-9010150.604231615
KNCSTATE49,29.174193548387095,35.80204,-80.84498,4273416.458449157,-8999622.006792387
KNCSTATE60,28.13225806451613,35.80222,-80.86733,4273441.164329439,-9002109.997411614
KNCSTATE70,27.799999999999997,35.818,-80.969,4275607.264137474,-9013427.850040566
KNCSTATE80,27.048387096774192,35.81,-80.923,4274509.060886287,-9008307.153464079
KNCSTJAM3,28.083870967741937,33.96305,-78.08959,4023841.622344676,-8692893.395055508
KNCSTOKE21,27.212903225806453,36.2337,-79.99381,4332825.962903285,-8904870.195813876
KNCSTOKE29,27.48709677419355,36.21261,-79.99587,4329915.754235897,-8905099.51396491
KNCSTOKE42,27.348387096774193,36.22214,-79.94494,4331230.701565971,-8899430.01229881
KNCSTOKE8,27.348387096774193,36.29281,-79.98254,4340986.737004537,-8903615.625152636
KNCSTONE16,27.312903225806455,36.475,-79.849,4366179.025998708,-8888750.020352103
KNCSTONE24,28.41290322580645,36.404,-79.883,4356354.492521625,-8892534.883039072
KNCSTONY5,27.200000000000003,35.84927,-81.02497,4279900.928216816,-9019658.401940266
KNCSUGAR43,22.39032258064516,36.224,-81.79,4331487.362645921,-9104821.151981845
KNCSUMME39,27.26451612903226,36.217,-79.944,4330521.46558438,-8899325.371977463
KNCSUMME45,27.41290322580645,36.216,-79.932,4330383.487345075,-8897989.538087942
KNCSUMME49,27.23870967741935,36.188,-79.86,4326520.8123231875,-8889974.534750829
KNCSUMME77,27.616129032258065,36.256,-79.821,4335903.993406766,-8885633.074609889
KNCSUMME78,26.73870967741935,36.21,-79.948,4329555.654940516,-8899770.649940634
KNCSUNSE12,28.967741935483872,33.89937,-78.51253,4015297.8661188274,-8739974.860491615
KNCSUNSE21,28.41290322580645,33.887,-78.518,4013638.960476138,-8740583.778106255
KNCSUNSE22,28.46451612903226,33.88856,-78.50616,4013848.1543976706,-8739265.755335262
KNCSUNSE25,28.641935483870967,33.87,-78.513,4011359.531052427,-8740027.180652289
KNCSUPPL20,28.316129032258065,33.928,-78.246,4019138.277687182,-8710304.876610482
KNCSUPPL33,28.69677419354839,33.914,-78.289,4017260.164624219,-8715091.614714595
KNCSUPPL55,28.44516129032258,33.911,-78.337,4016857.751970315,-8720434.950272672
KNCSUPPL56,28.23225806451613,33.937,-78.221,4020345.799097318,-8707521.889340652
KNCSUPPL58,28.79032258064516,33.908,-78.349,4016455.3534806734,-8721770.784162192
KNCSUPPL61,28.529032258064515,33.951,-78.251,4022224.4194649593,-8710861.47406445
KNCSWANN13,23.893548387096775,35.6174,-82.41486,4248103.107806693,-9174380.24899893
KNCSWANN50,24.174193548387095,35.603,-82.438,4246131.390265085,-9176956.182015887
KNCSWANS37,28.048387096774192,34.689,-77.122,4121697.392760417,-8585181.768958844
KNCSWANS63,27.64516129032258,34.694,-77.144,4122374.330453024,-8587630.797756298
KNCSYLVA111,25.796774193548387,35.336,-83.189,4209636.46987218,-9260557.119601633
KNCSYLVA120,25.68064516129032,35.325,-83.19,4208135.526534245,-9260668.43909243
KNCSYLVA37,25.135483870967743,35.347,-83.22,4211137.617524928,-9264008.023816226
KNCSYLVA46,23.57741935483871,35.35854,-83.25541,4212712.677607869,-9267949.846985217
KNCSYLVA48,24.861290322580647,35.322,-83.198,4207726.213796183,-9261558.995018775
KNCSYLVA57,21.729032258064517,35.416,-83.08,4220558.574736212,-9248423.295105169
KNCSYLVA6,24.932258064516127,35.37141,-83.22856,4214469.530948768,-9264960.918657418
KNCSYLVA85,24.89032258064516,35.36983,-83.22761,4214253.833792711,-9264855.165141163
KNCSYLVA86,21.741935483870968,35.398,-83.097,4218100.156725192,-9250315.726448653
KNCSYLVA99,24.374193548387098,35.371,-83.223,4214413.55849625,-9264341.982288606
KNCTABOR3,28.42258064516129,34.16667,-78.82029,4051203.751093125,-8774234.546978153
KNCTARBO21,29.29032258064516,35.904,-77.54,4287419.947556667,-8631713.316110434
KNCTARBO23,28.82903225806452,35.877,-77.659,4283709.933779078,-8644960.335514832
KNCTARBO5,29.251612903225805,35.90048,-77.53905,4286936.199958892,-8631607.562594179
KNCTAYLO59,27.98064516129032,35.81497,-81.25857,4275191.306638241,-9045662.634989576
KNCTAYLO69,27.383870967741935,35.904,-81.184,4287419.947556667,-9037361.540561121
KNCTAYLO89,27.203225806451613,35.809,-81.271,4274371.793259177,-9047046.336260136
KNCTHOMA10,29.26451612903226,35.88197,-80.04612,4284392.756138743,-8910693.318377273
KNCTHOMA23,29.148387096774194,35.82631,-80.11194,4276748.13995076,-8918020.367261285
KNCTHOMA45,27.799999999999997,35.901,-80.082,4287007.661317817,-8914687.461706934
KNCTHOMA61,28.5258064516129,35.881,-80.116,4284259.485633164,-8918472.324393906
KNCTHOMA66,28.70967741935484,35.915,-80.1,4288931.797499551,-8916691.212541211
KNCTIMBE4,27.5,36.23916,-78.94102,4333579.516094131,-8787674.149101624
KNCTOBAC13,28.01290322580645,36.282,-80.423,4339493.838106912,-8952647.40806744
KNCTODD21,19.293548387096777,36.3388,-81.65866,4347340.430719034,-9090200.450061057
KNCTODD35,21.30322580645161,36.368,-81.6,4351376.469175542,-9083670.448731123
KNCTOPTO16,22.13225806451613,35.20261,-83.69003,4191449.2357795,-9316331.524073787
KNCTOPTO30,21.138709677419353,35.20097,-83.69298,4191225.813974044,-9316659.91657163
KNCTOPTO4,22.364516129032257,35.20603,-83.62915,4191915.166498461,-9309554.393474294
KNCTRENT18,27.89032258064516,35.079,-77.109,4174622.1176989377,-8583734.61557853
KNCTRENT27,28.35483870967742,35.088,-77.087,4175846.4324002415,-8581285.58678108
KNCTRINI10,28.83225806451613,35.877,-79.959,4283709.933779078,-8900995.164339362
KNCTRINI15,27.993548387096773,35.882,-79.961,4284396.877932976,-8901217.803320948
KNCTRINI25,27.9741935483871,35.868,-79.962,4282473.543553232,-8901329.122811742
KNCTROUT12,27.09032258064516,35.67735,-80.89412,4256315.570003981,-9005092.246569967
KNCTROUT25,27.996774193548383,35.65801,-80.85477,4253665.538408766,-9000711.824607253
KNCTROUT36,28.383870967741935,35.646,-80.929,4252020.210985404,-9008975.070408838
KNCTROUT8,28.677419354838708,35.69782,-80.88724,4259121.13770007,-9004326.36847331
KNCTRYON20,26.419354838709676,35.248,-82.088,4197634.634674018,-9137994.360238241
KNCTRYON35,26.364516129032257,35.25,-82.087,4197907.258855422,-9137883.040747447
KNCTRYON40,27.041935483870965,35.235,-82.046,4195862.741385413,-9133318.941624925
KNCTRYON9,27.06451612903226,35.20656,-82.1395,4191987.373892298,-9143727.314014094
KNCTUCKA25,22.293548387096777,35.265,-83.047,4199952.154640159,-9244749.75190899
KNCTUCKA9,23.01935483870968,35.23503,-83.0574,4195866.830042981,-9245907.47461324
KNCUNION3,27.703225806451613,36.06389,-80.83347,4309416.102393419,-8998340.719453355
KNCVALDE11,28.138709677419353,35.74307,-81.56391,4265325.548085584,-9079652.928308394
KNCVIENN2,26.770967741935483,36.16574,-80.43472,4323450.970923354,-8953952.072499538
KNCVILAS29,23.003225806451617,36.246,-81.765,4334523.602055399,-9102038.164712014
KNCVILAS34,22.1,36.314,-81.839,4343913.750578133,-9110275.807030715
KNCVILAS45,21.580645161290324,36.212,-81.74,4329831.592022375,-9099255.17744218
KNCVILAS50,22.687096774193545,36.253,-81.768,4335489.857451544,-9102372.123184394
KNCWAKEF102,28.625806451612902,35.973,-78.521,4296906.849388848,-8740917.736578634
KNCWAKEF107,26.958064516129035,36.02845,-78.57642,4304536.754633687,-8747087.062758397
KNCWAKEF11,27.29032258064516,36.07952,-78.58562,4311568.72528127,-8748111.202073695
KNCWAKEF116,27.64516129032258,36.073,-78.595,4310670.714145743,-8749155.378897335
KNCWAKEF117,27.345161290322583,36.042,-78.638,4306402.04727414,-8753942.117001448
KNCWAKEF123,27.11935483870968,36.083,-78.586,4312048.062316168,-8748153.503480196
KNCWAKEF125,28.887096774193548,35.915,-78.509,4288931.797499551,-8739581.902689114
KNCWAKEF138,27.951612903225808,36.02,-78.56,4303373.69028109,-8745259.196719572
KNCWAKEF141,28.570967741935487,35.941,-78.529,4292506.096953007,-8741808.292504981
KNCWAKEF152,29.006451612903227,35.91019,-78.51345,4288270.6808922,-8740077.274423145
KNCWAKEF154,29.164516129032258,35.99737,-78.47993,4300259.494134278,-8736345.845091753
KNCWAKEF171,29.093548387096774,35.973,-78.546,4296906.849388848,-8743700.723848468
KNCWAKEF172,27.903225806451612,36.04127,-78.62238,4306301.547313917,-8752203.306555256
KNCWAKEF173,28.05806451612903,35.978,-78.511,4297594.628066639,-8739804.5416707
KNCWAKEF174,26.887096774193548,36.07,-78.579,4310257.54384553,-8747374.267044643
KNCWAKEF176,28.509677419354837,35.97,-78.505,4296494.2030928675,-8739136.624725942
KNCWAKEF177,26.906451612903226,36.014,-78.541,4302547.92148635,-8743144.1263945
KNCWAKEF180,28.32903225806452,35.90678,-78.51357,4287802.013423262,-8740090.632762041
KNCWAKEF181,28.48064516129032,35.993,-78.495,4299658.225582682,-8738023.42981801
KNCWAKEF188,26.94838709677419,36.027,-78.658,4304337.166677603,-8756168.506817313
KNCWAKEF189,28.51935483870968,35.9,-78.422,4286870.23604428,-8729897.1069901
KNCWAKEF2,28.306451612903224,36.05612,-78.55177,4308346.147662386,-8744343.037310343
KNCWAKEF201,27.103225806451615,35.987,-78.547,4298832.739498537,-8743812.043339258
KNCWAKEF209,27.009677419354837,36.035,-78.64,4305438.387390265,-8754164.755983034
KNCWAKEF212,28.870967741935484,35.913,-78.534,4288656.900057446,-8742364.889958946
KNCWAKEF225,28.95483870967742,36.00256,-78.55625,4300973.629814029,-8744841.748629097
KNCWAKEF234,27.706451612903223,36.017,-78.589,4302960.7980254125,-8748487.461952576
KNCWAKEF237,27.858064516129033,36.024,-78.566,4303924.23774076,-8745927.113664333
KNCWAKEF37,27.93548387096774,35.95662,-78.57227,4294653.991498935,-8746625.086871605
KNCWAKEF54,29.641935483870967,35.95359,-78.51788,4294237.305260488,-8740570.41976736
KNCWAKEF66,29.225806451612904,35.98432,-78.48441,4298464.042663449,-8736844.556410508
KNCWAKEF8,27.85483870967742,36.04466,-78.62022,4306768.260492117,-8751962.856455142
KNCWALKE4,27.990322580645163,36.19518,-80.11814,4327511.180853242,-8918710.548104202
KNCWALLA22,27.812903225806455,34.762,-77.942,4131584.747523478,-8676463.751409328
KNCWALNU33,27.993548387096773,36.303,-80.133,4342394.201133797,-8920364.75573739
KNCWALNU44,27.44516129032258,36.27578,-80.10674,4338634.9280158235,-8917441.50590916
KNCWARRE14,21.674193548387095,36.458,-81.511,4363825.854211245,-9073763.014050523
KNCWASHI24,27.990322580645163,35.483,-76.949,4229714.183962529,-8565923.497051608
KNCWASHI30,28.22258064516129,35.518,-77.015,4234499.999322678,-8573270.583443964
KNCWASHI50,27.67096774193548,35.496,-76.872,4231491.529111083,-8557351.896260526
KNCWASHI66,27.55161290322581,35.54554,-76.9982,4238267.219407467,-8571400.415998638
KNCWASHI85,27.674193548387095,35.532,-77.004,4236414.909665407,-8572046.069045238
